"Title";"Seed";"Leech";"Poidsdutorrent";"date";"Categories";"Genre";"Plot"
"The Lighthouse FRENCH DVDRIP 2020";"887";"36";"694.54MB";"08/01/2020";"Films";"Epouvante-horreur";"L'histoire hypnotique et hallucinatoire de deux gardiens de phare sur une île mystérieuse et reculée de Nouvelle-Angleterre dans les années 1890."
"Fête de famille FRENCH WEBRIP 2020";"596";"37";"696.53MB";"08/01/2020";"Films";"Drame";NA
"Nous Finirons Ensemble FRENCH DVDRIP 2019";"297";"15";"1.37GB";"07/01/2020";"Films";"Comédiedramatique";"Préoccupé, Max est parti dans sa maison au bord de la mer pour se ressourcer. Sa bande de potes, qu’il n’a pas vue depuis plus de 3 ans débarque par surprise pour lui fêter son anniversaire ! La surprise est entière mais l’accueil l’est beaucoup moins... Max s’enfonce alors dans une comédie du bonheur qui sonne faux, et qui mettra le groupe dans des situations pour le moins inattendues. Les enfants ont grandi, d’autres sont nés, les parents n’ont plus les mêmes priorités... Les séparations, les accidents de la vie... Quand tous décident de ne plus mettre de petits mouchoirs sur les gros bobards, que reste-t-il de l’amitié ?"
"Vivre deux fois FRENCH WEBRIP 2020";"403";"19";"695.23MB";"07/01/2020";"Films";"Comédiedramatique";"Emilio cherche le grand amour de sa jeunesse avec l'aide de sa fille et de sa petite-fille. Renouera-t-il avec cet amour perdu avant que sa mémoire ne le trahisse ?"
"Fourmi FRENCH WEBRIP 2020";"438";"23";"696.48MB";"07/01/2020";"Films";"Comédiedramatique";NA
"Just a Gigolo FRENCH DVDRIP 2019";"655";"31";"694.86MB";"07/01/2020";"Films";"Comédie";NA
"Atlantic Rim: Resurrection TRUEFRENCH WEBRIP 2020";"1082";"80";"696.75MB";"07/01/2020";"Films";"Action,Aventure";"Los Angeles est a nouveau prise d’assaut. Les soldats chargés de repousser les monstres sont mieux armés que leurs prédécesseurs, mais leurs assaillants également"
"Equalizer 2 VOSTFR DVDRIP 2018";"40";"14";"2.05GB";"07/01/2020";"Films";"Policier,Thriller";"Robert McCall continue de servir la justice au nom des exploités et des opprimés. Mais jusqu’où est-il prêt à aller lorsque cela touche quelqu’un qu’il aime ?"
"Equalizer VOSTFR DVDRIP 2014";"19";"2";"2.05GB";"07/01/2020";"Films";"Policier,Thriller";"Pour McCall, la page était tournée. Il pensait en avoir fini avec son mystérieux passé. Mais lorsqu’il fait la connaissance de Teri, une jeune fille victime de gangsters russes violents, il lui est impossible de ne pas réagir. Sa soif de justice se réveille et il sort de sa retraite pour lui venir en aide. McCall n’a pas oublié ses talents d’autrefois… Désormais, si quelqu’un a un problème, si une victime se retrouve devant des obstacles insurmontables sans personne vers qui se tourner, McCall est là. Il est l’Equalizer…"
"Cujo FRENCH HDLight 1080p 1983";"114";"17";"2.1GB";"06/01/2020";"Films";"Epouvante-horreur";"Triste jour pour Donna et son fils Tad. Leur voiture est tombée en panne au beau milieu d'une cour déserte. Les secours arrivent sous la forme d'un Saint-Bernard enragé qui les assaille inlassablement. Un film sur l'angoisse qui n'est pas sans rappeler \"les Oiseaux\" d'Hitchock."
"Running With The Devil FRENCH DVDRIP 2020";"2917";"150";"695.04MB";"06/01/2020";"Films";"Policier,Thriller";"Un transport de cocaine voyageant du Mexique au Canada. Lorsque la mission est compromise, le chef du cartel ordonne à son meilleur \"cuisinier\" et à son chef du trafic d'examiner les problèmes dans la chaîne logistique."
"RAID Dingue FRENCH DVDRIP 2017";"152";"7";"697.29MB";"05/01/2020";"Films";"Comédie";"Johanna Pasquali est une fliquette pas comme les autres. Distraite, rêveuse et maladroite, elle est une policière sympathique mais totalement nulle. Dotée pourtant de réelles compétences, sa maladresse fait d'elle une menace pour les criminels. Assignée à des missions aussi dangereuses que des voitures mal garées ou des vols à l'étalage, elle s'entraîne sans relâche pendant son temps libre pour réaliser son rêve : être la première femme à intégrer le groupe d'élite du RAID. Acceptée au centre de formation du RAID, elle se retrouve alors avec l'agent Eugène Froissard (dit Poissard), le plus misogyne des agents du RAID. Ce duo improbable se voit chargé d'arrêter le redoutable Gang des Léopards. Mais avant de pouvoir les arrêter, il faudrait déjà qu\"ils parviennent à travailler en binôme sans s'entretuer au cours des entraînements."
"À bras ouverts FRENCH DVDRIP 2017";"118";"6";"699.75MB";"05/01/2020";"Films";"Comédie";"Figure de la scène littéraire et médiatique française, Jean-Etienne Fougerole est un intellectuel humaniste marié à une riche héritière déconnectée des réalités. Alors que Fougerole fait la promotion dans un débat télévisé de son nouveau roman « A bras ouverts », invitant les plus aisés à accueillir chez eux les personnes dans le besoin, son opposant le met au défi d’appliquer ce qu’il préconise dans son ouvrage."
"G.I. Joe : Conspiration FRENCH HDLight 1080p 2013";"279";"24";"2.92GB";"05/01/2020";"Films";"Action,Aventure";"Après avoir été trahie et décimée par une organisation terroriste, l’équipe des GI Joe réalise que le gouvernement a été infiltré et que notre monde est au bord de la destruction. Sans alliés, sans renforts et sans personne à qui se fier, Roadblock et ses GI doivent identifier l’ennemi pour tenter de sauver notre civilisation. Ils font alors appel à celui qui a donné son nom à leur corps d’élite : Joe Colton."
"G.I. Joe - Le réveil du Cobra FRENCH HDLight 1080p 2009";"191";"17";"2.76GB";"05/01/2020";"Films";"Action,Aventure";"Des montagnes de l'Asie centrale aux déserts d'Egypte, des rues de Paris au pôle Nord, les agents de l'équipe d'élite connue sous le nom de G.I. Joe mènent une lutte acharnée contre un ennemi redoutable. Disposant des toutes dernières technologies en matière de renseignement et de matériel militaire, ils combattent le puissant marchand d'armes Destro et la mystérieuse organisation terroriste nommée Cobra, qui cherchent à plonger le monde dans le chaos..."
"La Vie scolaire FRENCH DVDRIP 2019";"562";"39";"694.59MB";"05/01/2020";"Films";"Comédiedramatique";"Une année au coeur de l'école de la république, de la vie... et de la démerde ! Samia, jeune CPE novice, débarque de son Ardèche natale dans un collège réputé difficile de la ville de Saint-Denis. Elle y découvre les problèmes récurrents de discipline, la réalité sociale pesant sur le quartier, mais aussi l'incroyable vitalité et l'humour, tant des élèves que de son équipe de surveillants. Parmi eux, il y a Moussa, le Grand du quartier et Dylan le chambreur. Samia s'adapte et prend bientôt plaisir à canaliser la fougue des plus perturbateurs. Sa situation personnelle compliquée la rapproche naturellement de Yanis, ado vif et intelligent, dont elle a flairé le potentiel. Même si Yanis semble renoncer à toute ambition en se cachant derrière son insolence, Samia va investir toute son énergie à le détourner d'un échec scolaire annoncé et tenter de l'amener à se projeter dans un avenir meilleur..."
"In the Shadow of the Moon FRENCH WEBRIP 2019";"288";"18";"693.81MB";"05/01/2020";"Films";"Policier,Thriller";"Un policier est obsédé par la traque d'un mystérieux tueur en série dont les crimes défient toutes explications..."
"Aladdin TRUEFRENCH DVDRIP 2019";"223";"18";"1.37GB";"05/01/2020";"Films";"Action,Aventure";"Quand un charmant garçon des rues du nom d’Aladdin cherche à conquérir le cœur de la belle, énigmatique et fougueuse princesse Jasmine, il fait appel au tout puissant Génie, le seul qui puisse lui permettre de réaliser trois vœux, dont celui de devenir le prince Ali pour mieux accéder au palais…"
"Les Ailes de la Victoire FRENCH WEBRIP 2018";"58";"2";"698.29MB";"05/01/2020";"Films";"Biopic";"Eric Liddell devient l’un des sportifs les plus célèbres au monde lorsqu’il décroche l’or au 400 mètres et le bronze au 200 mètres des Jeux Olympiques de 1924. Alors au sommet de la gloire, il décide de quitter cette vie pour devenir missionnaire en Chine. Lors de l’invasion japonaise, les ressortissants étrangers sont expulsés mais Eric Liddell refuse de quitter le territoire et tient tête à l’occupant pour aider les civiles et redonner de l'espoir à la population. Une grande fresque historique sur le destin d’un homme exceptionnel dont les exploits sportifs avaient été immortalisés au cinéma dans le film aux 4 Oscar® « Les Chariots de Feu »."
"Touristes TRUEFRENCH DVDRIP 2012";"67";"4";"699.07MB";"05/01/2020";"Films";"Comédie";"Tina a toujours mené une vie paisible et bien rangée, protégée par une mère possessive et très envahissante. Pour leurs premières vacances en amoureux, Chris décide de lui faire découvrir l’Angleterre à bord de sa caravane. Un vrai dépaysement pour Tina. Mais très vite, ces \"vacances de rêve\" dégénèrent: touristes négligents, ados bruyants et campings réservés vont rapidement mettre en pièces le rêve de Chris et de tous ceux qui se trouveront sur son chemin…"
"Le tatoué FRENCH DVDRIP 1968";"59";"7";"1.37GB";"05/01/2020";"Films";"Comédie";"Félicien Mezeray, brocanteur d'art, découvre un jour un authentique Modigliani. Autant dire que la fortune est à lui. Enfin presque. Car l'oeuvre a été tatouée sur le dos d'un ex-légionnaire bougon et colérique, qui n'a cure des manigances de Mezeray. Ce dernier est prêt à tout pour arriver à ses fins, même à retaper la maison de campagne du légionnaire, qui s'avère être un château du 16ème siècle en ruines."
"Big Boss TRUEFRENCH DVDRIP 1971";"45";"8";"1.37GB";"05/01/2020";"Films";"Drame";"Un ouvrier venant de la campagne se révolte contre la milice engagée par son patron pour briser une grève."
"Rampant FRENCH DVDRIP 2019";"178";"29";"1.37GB";"05/01/2020";"Films";"Action,Aventure";"Le prince Ganglim, du royaume coréen de Joseon, revient après dix ans passés en captivité dans les geôles des Mandchous. Mais, suite à la mort de son frère, prince héritier, le palais royal va être ravagé par les luttes de pouvoir pendant qu’un abominable danger guette la capitale. Une épidémie transforme les humains en zombies rampant à la nuit tombée. Alors que les démons nocturnes se rapprochent, Ganglim va devoir employer sa maîtrise des arts martiaux pour tenter de sauver le royaume."
"Abigail, le pouvoir de l'Elue FRENCH DVDRIP 2020";"1890";"103";"694.62MB";"05/01/2020";"Films";"Fantastique";"Un siècle après le début de la Contamination, l'humanité s'est réfugiée dans les dernières citées fortifiées, où les autorités font régner la terreur pour garder les populations sous contrôle. La jeune Abigail en est certaine : le gouvernement est à l'origine de multiples disparitions, dont celle de son père, un célèbre scientifique. Dans sa quête pour le retrouver, elle entre en contact avec la Guilde, un groupe de résistants aux dons exceptionnels. Cette rencontre va réveiller en elle un pouvoir qui va transformer le destin de l'humanité."
"Freaks FRENCH DVDRIP 2020";"1125";"60";"694.95MB";"05/01/2020";"Films";"Sciencefiction";"Chloé a 7 ans et n’a jamais vu la lumière du jour. Son père la maintient à l’écart du monde extérieur, ne cessant de lui répéter qu’elle est différente, et que tout ce qui se trouve de l’autre côté de la porte d’entrée représente une menace. C’est en bravant tous les interdits que Chloé va pouvoir découvrir la vérité sur sa condition. "
"La Princesse Des Glaces FRENCH WEBRIP 2018";"86";"6";"1.36GB";"05/01/2020";"Films";"Animation";NA
"Dirt FRENCH WEBRIP 2018";"62";"9";"1.37GB";"05/01/2020";"Films";"Drame";"Dez Truss, 17 ans, est arrêté alors qu'il vole des voitures. Un mentor compatissant lui donne une dernière chance en lui présentant Rick Radden, un ancien pilote de voitures de course, qui accepte de prendre le jeune sous son aile."
"Wedding Nightmare TRUEFRENCH DVDRIP 2019";"356";"22";"700.09MB";"05/01/2020";"Films";"Epouvante-horreur";"La nuit de noces d’une jeune mariée tourne au cauchemar quand sa riche et excentrique belle-famille lui demande d’honorer une tradition qui va se révéler meurtrière et où chacun luttera pour sa survie."
"Nekrotronic FRENCH DVDRIP 2020";"742";"51";"695.27MB";"04/01/2020";"Films";"Sciencefiction";"Avec l'aide des Nékromanciens, Howard doit apprendre à maitriser les pouvoirs dont il a hérités pour détruire des hordes de créatures démoniaques. Entre les rafales d'armes automatiques, les rayons au plasma, les attaques de zombies hystériques et les assauts de sa propre mère qui essaie de dévorer son âme immortelle, Howard va vivre une véritable journée en enfer."
"Possessions FRENCH DVDRIP 2012";"65";"3";"698.02MB";"04/01/2020";"Films";"Drame";"Marilyne et Bruno Caron arrivent dans un village de montagne pour emménager dans un chalet qu’ils ont loué à Patrick Castang, promoteur et propriétaire de nombreuses habitations dans la région. Contents de quitter le nord de la France pour démarrer une nouvelle vie, ils acceptent sans sourciller quand Castang leur annonce qu’il va les loger momentanément dans un autre chalet de grand standing car le leur n’est pas terminé. S’ensuivra alors une succession de déconvenues qui va les conduire à déménager de nombreuses fois, avec le sentiment grandissant d’être traités sans aucune considération, alors même que les Castang multiplient patiemment et avec bienveillance les efforts envers eux. Les relations entre les deux familles vont se tendre. Bruno et Marilyne Caron ne supportent plus d’avoir sous leurs yeux le bonheur et l’abondance de biens des Castang. Leur amertume, alimentée par la jalousie, l’envie et la frustration, finira par devenir de la haine."
"Ghostland VOSTFR DVDRIP 2018";"36";"4";"1.35GB";"04/01/2020";"Films";"Epouvante-horreur";NA
"Star Wars (Hexalogie) FRENCH BluRay 1080p 1977-2005";"261";"229";"63.37GB";"04/01/2020";"Films";"Sciencefiction";"Star Wars : Episode I - La Menace fantôme"
"Incassable FRENCH HDLight 1080p 2000";"103";"12";"2.68GB";"04/01/2020";"Films";"Policier,Thriller";"Elijah Price souffre depuis sa naissance d'une forme d'ostéogénèse. S'il reçoit le moindre choc, ses os cassent comme des brindilles. Depuis son enfance, il n'a de cesse d'admirer les superhéros, des personnages qui sont tout l'opposé de lui-même. Propriétaire d'un magasin spécialisé dans les bandes-dessinées, il épluche pendant son temps libre les vieux articles de journaux à la recherche des plus grands désastres qui ont frappé les Etats-Unis. Il se met alors en quête d'éventuels survivants, mais y parvient rarement.Au même moment, un terrible accident ferroviaire fait 131 morts. Un seul des passagers en sort indemne..."
"Little Monsters FRENCH DVDRIP 2019";"329";"6";"699.32MB";"04/01/2020";"Films";"Epouvante-horreur";"Dave, musicien raté, égoïste et irresponsable, tombe sous le charme de l'institutrice de son neveu, Miss Caroline.  Il se porte volontaire pour accompagner la classe lors d'une sortie éducative dans une ferme voisine. Non loin de là, un virus s'échappe d'un camp militaire et une épidémie de Zombies prolifère. Face à l'invasion, Miss Caroline décide de présenter la terrible menace aux enfants comme un jeu éducatif, pour ne pas les effrayer et protéger leur innocence. Dave voit ses plans s'éloigner et va devoir faire face à ses responsabilités..."
"L'Art du mensonge TRUEFRENCH HDTS MD 2020";"296";"26";"1.25GB";"04/01/2020";"Films";"Drame";"Vidéo : 6  | Audio : 6"
"Inséparables FRENCH WEBRIP 2020";"1627";"58";"703.97MB";"04/01/2020";"Films";"Comédie";"Mika, un petit escroc, a fait un rapide tour en prison, où il a fait la connaissance de « Poutine », un détenu cinglé et imprévisible. Sitôt sa peine purgée, il décide de repartir à zéro et de refaire sa vie. Alors qu’il s’apprête à épouser la fille d’un riche homme d’affaires, son passé le rattrape : Poutine débarque sans prévenir ! Mika va vite réaliser qu’on ne se débarrasse pas aisément d’un tel boulet..."
"Made In China FRENCH DVDRIP 2019";"393";"16";"696.69MB";"04/01/2020";"Films";"Comédie";"François, jeune trentenaire d'origine asiatique, n'a pas remis les pieds dans sa famille depuis 10 ans après une violente dispute avec son père Meng. Depuis, il essaie toujours d'éviter les questions sur ses origines, jusqu'à mentir en faisant croire qu'il a été adopté."
"Made In China FRENCH BluRay 720p 2019";"164";"10";"3.28GB";"04/01/2020";"Films";"Comédie";NA
"Vendredi 13 (Integrale) FRENCH HDLight 1080p 1980-2009";"90";"99";"41.87GB";"04/01/2020";"Films";"Epouvante-horreur";"Un groupe d'adolescents découvre le camp de Crystal Lake en même temps que le terrifiant Jason Voorhees et ses intentions meurtrières..."
"Gemini Man MULTi 4K ULTRA HD x265 2019";"84";"68";"70.23GB";"04/01/2020";"Films";"Action,Aventure";"Henry Brogan, un tueur professionnel, est soudainement pris pour cible et poursuivi par un mystérieux et jeune agent qui peut prédire chacun de ses mouvements."
"Star Trek: First Contact FRENCH BluRay 1080p 1996";"110";"7";"2.16GB";"04/01/2020";"Films";"Sciencefiction";"Les Borg lancent une offensive contre la planète Terre. Immédiatement, le capitaine Jean-Luc Picard et son équipage répondent à l'assaut de l'armée ennemie mais leur terrible reine refuse de s'avouer vaincue. Elle retourne dans le passé afin d'empêcher la première rencontre en humains et vulcaniens qui a été le fondement de l'amitié entre les deux peuples."
"Maléfique : Le Pouvoir du Mal MULTi 4K ULTRA HD x265 2019";"132";"46";"50.06GB";"03/01/2020";"Films";"Fantastique";"Plusieurs années après avoir découvert pourquoi la plus célèbre méchante Disney avait un cœur si dur et ce qui l’avait conduit à jeter un terrible sort à la princesse Aurore, « Maléfique : Le Pouvoir du Mal » continue d’explorer les relations complexes entre la sorcière et la future reine, alors qu’elles nouent d’autres alliances et affrontent de nouveaux adversaires dans leur combat pour protéger leurs terres et les créatures magiques qui les peuplent."
"Ben-Hur TRUEFRENCH DVDRIP 2016";"108";"3";"1.37GB";"03/01/2020";"Films";"Action,Aventure";"Ben-Hur retrace l’histoire épique de Judah Ben-Hur, un prince accusé à tort de trahison par Messala, son frère adoptif, officier de l’armée romaine. Déchu de son titre, séparé de sa famille et de la femme qu’il aime, Judah est réduit à l’esclavage. Après des années en mer, Judah revient sur sa terre natale dans le but de se venger. Il va y rencontrer son destin."
"Hellboy MULTi 4K ULTRA HD x265 2019";"42";"21";"65.2GB";"03/01/2020";"Films";"Action,Aventure";"Hellboy est de retour et il va devoir affronter en plein cœur de Londres un puissant démon revenu d’entre les morts pour assouvir sa vengeance."
"La Princesse des glaces, le monde des miroirs magiques FRENCH DVDRIP 2020";"549";"26";"694.61MB";"03/01/2020";"Films";"Animation";"Gerda mène une vie heureuse avec son frère Kai et leurs parents magiciens au sein d’un royaume prospère où règne le roi Harald, scientifique et inventeur de génie. Préférant les nouvelles technologies aux sortilèges, le Roi Harald, décide d’exiler tous les magiciens dans le Monde des Miroirs, un endroit dont on ne peut s’échapper. Gerda est la seule à pouvoir sauver sa famille, mais pour cela, elle doit unir ses forces avec son ancienne ennemie, la Reine des Neiges."
"Hellboy II : Les Légions d'or maudites TRUEFRENCH HDlight 1080p 2008";"36";"11";"3.86GB";"03/01/2020";"Films";"Fantastique";"Hellboy, l'agent le plus coriace du Bureau de Défense et Recherches Paranormales, est de retour pour une nouvelle mission secrète... Une terrible menace plane sur notre univers depuis que Nuada, Prince de l'Invisible, a brisé le pacte qui liait l'humanité aux Fils de la Terre. Après plusieurs siècles de soumission à l'Homme, l'anarchique Nuada a décidé de réveiller ses armées mortifères et de rendre la liberté à toutes les créatures fantastiques. Hellboy préfèrerait consacrer son temps à sa petite amie pyrokinétique Liz et à leur vaste ménagerie féline. Mais lui seul est de taille à sauver la Terre de la destruction. Héros incompris, écartelé entre deux mondes qui le rejettent, il devra choisir entre la vie qu'il connaît et une destinée mystérieuse et irrésistiblement attirante..."
"Hellboy TRUEFRENCH HDlight 1080p 2004";"20";"16";"3.79GB";"03/01/2020";"Films";"Fantastique";"Né dans les flammes de l'enfer, le démon Hellboy est transporté sur Terre lors d'une sombre cérémonie célébrée par les nazis, désireux d'utiliser les forces infernales à des fins de conquête. Sauvé par le docteur Broom, Hellboy est alors élevé pour combattre les forces du Mal. Armé, possédant un bras droit en pierre, il fait équipe avec le télépathe Abe Sapien et Liz Sherman, capable de contrôler le feu..."
"Judy FRENCH DVDRIP 2020";"260";"24";"1.38GB";"03/01/2020";"Films";"Biopic";"Hiver 1968. La légendaire Judy Garland débarque à Londres pour se produire à guichets fermés au Talk of the Town. Cela fait trente ans déjà qu’elle est devenue une star planétaire grâce au Magicien d’Oz. Judy a débuté son travail d’artiste à l’âge de deux ans, cela fait maintenant plus de quatre décennies qu’elle chante pour gagner sa vie. Elle est épuisée. Alors qu’elle se prépare pour le spectacle, qu’elle se bat avec son agent, charme les musiciens et évoque ses souvenirs entre amis ; sa vivacité et sa générosité séduisent son entourage. Hantée par une enfance sacrifiée pour Hollywood, elle aspire à rentrer chez elle et à consacrer du temps à ses enfants. Aura-t-elle seulement la force d’aller de l’avant ?"
"Roubaix, une lumière FRENCH DVDRIP 2020";"627";"16";"1.37GB";"03/01/2020";"Films";"Policier,Thriller";"À Roubaix, un soir de Noël, Daoud le chef de la police locale et Louis, fraîchement diplômé, font face au meurtre d’une vieille femme. Les voisines de la victime, deux jeunes femmes, Claude et Marie, sont arrêtées. Elles sont toxicomanes, alcooliques, amantes…"
"Glass FRENCH HDLight 1080p 2019";"83";"6";"2.8GB";"02/01/2020";"Films";"Policier,Thriller";"Peu de temps après les événements relatés dans Split, David Dunn - l’homme incassable - poursuit sa traque de La Bête, surnom donné à Kevin Crumb depuis qu’on le sait capable d’endosser 23 personnalités différentes. De son côté, le mystérieux homme souffrant du syndrome des os de verre Elijah Price suscite à nouveau l’intérêt des forces de l’ordre en affirmant détenir des informations capitales sur les deux hommes…"
"Split TRUEFRENCH DVDRIP 2017";"72";"3";"1.39GB";"02/01/2020";"Films";"Policier,Thriller";"Kevin a déjà révélé 23 personnalités, avec des attributs physiques différents pour chacune, à sa psychiatre dévouée, la docteure Fletcher, mais l’une d’elles reste enfouie au plus profond de lui. Elle va bientôt se manifester et prendre le pas sur toutes les autres. Poussé à kidnapper trois adolescentes, dont la jeune Casey, aussi déterminée que perspicace, Kevin devient dans son âme et sa chair, le foyer d’une guerre que se livrent ses multiples personnalités, alors que les divisions qui régnaient jusqu’alors dans son subconscient volent en éclats."
"Godzilla 2 - Roi des Monstres MULTi 4K ULTRA HD x265 2019";"23";"37";"59.5GB";"02/01/2020";"Films";"Sciencefiction";"L'agence crypto-zoologique Monarch doit faire face à une vague de monstres titanesques, comme Godzilla, Mothra, Rodan et surtout le redoutable roi Ghidorah à trois têtes. Un combat sans précédent entre ces créatures considérées jusque-là comme chimériques menace d'éclater. Alors qu'elles cherchent toutes à dominer la planète, l'avenir même de l'humanité est en jeu…"
"Godzilla FRENCH DVDRIP 1988";"32";"9";"1.37GB";"02/01/2020";"Films";"Fantastique";"Une tempête effroyable se dechaîne sur le Pacifique, engloutissant un pétrolier tandis qu'un immense éclair illumine le ciel au-dessus de la Polynésie française. Des empreintes géantes creusent un inquiétant sillon à travers des milliers de kilomètres de forêts et de plages au Panama. Les navires chavirent au large des côtes américaines et ces horribles phénomènes s'approchent de plus en plus près de New York. Le chercheur Nick Tatopoulos est arraché à ses recherches afin d'aider les Etats-Unis à traquer le monstre qui est à l'origine de ces désastres mystérieux."
"Kong: Skull Island FRENCH DVDRIP 2017";"47";"7";"1.37GB";"02/01/2020";"Films";"Action,Aventure";"Un groupe d'explorateurs plus différents les uns que les autres s'aventurent au cœur d'une île inconnue du Pacifique, aussi belle que dangereuse. Ils ne savent pas encore qu'ils viennent de pénétrer sur le territoire de Kong…"
"King Kong Version Longue FRENCH DVDRIP 2005";"66";"14";"2.73GB";"02/01/2020";"Films";"Fantastique";"New York, 1933. Ann Darrow est une artiste de music-hall dont la carrière a été brisée net par la Dépression. Se retrouvant sans emploi ni ressources, la jeune femme rencontre l'audacieux explorateur-réalisateur Carl Denham et se laisse entraîner par lui dans la plus périlleuse des aventures... Ce dernier a dérobé à ses producteurs le négatif de son film inachevé. Il n'a que quelques heures pour trouver une nouvelle star et l'embarquer pour Singapour avec son scénariste, Jack Driscoll, et une équipe réduite. Objectif avoué : achever sous ces cieux lointains son génial film d'action. Mais Denham nourrit en secret une autre ambition, bien plus folle : être le premier homme à explorer la mystérieuse Skull Island et à en ramener des images. Sur cette île de légende, Denham sait que \"quelque chose\" l'attend, qui changera à jamais le cours de sa vie..."
"Baby Boss MULTi 4K ULTRA HD x265 2017";"12";"14";"21.94GB";"02/01/2020";"Films";"Animation";"C'est toujours un choc de voir ses parents rentrer à la maison avec un bébé dans les bras – surtout quand il porte une cravate, qu’il se balade avec un attaché-case et qu’il a la voix d’un quinquagénaire ! Si Tim, 7 ans, ne voit pas d’un très bon œil ce «Baby Boss» débarquer chez lui, il découvre qu’il a en réalité affaire à un espion et que lui seul peut l’aider à accomplir sa mission ultra secrète… Car Baby Boss se prépare à un affrontement titanesque entre les bébés et…. les toutous, charmants petits chiots qui vont bientôt être vendus pour remplacer les bébés dans le cœur des parents !"
"In Darkness FRENCH WEBRIP 2018";"47";"3";"700.02MB";"02/01/2020";"Films";"Policier,Thriller";"Une musicienne aveugle est témoin d'un meurtre commis dans l'appartement au-dessus de chez elle. Forcée de fuir, elle se retrouve alors plongée dans les bas-fonds de Londres."
"Angel Of Mine VOSTFR DVDRIP 2019";"19";"0";"1.37GB";"02/01/2020";"Films";"Drame";"Lizzie a perdu sa petite fille il y a des années. Quand elle rencontre une fillette, elle est convaincue que cette dernière est en réalité la sienne. Elle devient obsédée par l'enfant et perd petit à petit contact avec la réalité..."
"X-Men : Dark Phoenix FRENCH HDLight 1080p 2019";"325";"9";"2.47GB";"02/01/2020";"Films";"Action,Aventure";"Dans cet ultime volet, les X-MEN affrontent leur ennemi le plus puissant, Jean Grey, l’une des leurs. Au cours d'une mission de sauvetage dans l'espace, Jean Grey frôle la mort, frappée par une mystérieuse force cosmique. De retour sur Terre, cette force la rend non seulement infiniment plus puissante, mais aussi beaucoup plus instable. En lutte contre elle-même, Jean Grey déchaîne ses pouvoirs, incapable de les comprendre ou de les maîtriser. Devenue incontrôlable et dangereuse pour ses proches, elle défait peu à peu les liens qui unissent les X-Men."
"X-Men FRENCH HDLight 1080p 2000";"45";"18";"2.46GB";"02/01/2020";"Films";"Fantastique";"1944, dans un camp de concentration. Séparé par la force de ses parents, le jeune Erik Magnus Lehnsherr se découvre d'étranges pouvoirs sous le coup de la colère : il peut contrôler les métaux. C'est un mutant. Soixante ans plus tard, l'existence des mutants est reconnue mais provoque toujours un vif émoi au sein de la population. Puissant télépathe, le professeur Charles Xavier dirige une école destinée à recueillir ces êtres différents, souvent rejetés par les humains, et accueille un nouveau venu solitaire au passé mystérieux : Logan, alias Wolverine. En compagnie de Cyclope, Tornade et Jean Grey, les deux hommes forment les X-Men et vont affronter les sombres mutants ralliés à la cause de Erik Lehnsherr / Magnéto, en guerre contre l'humanité."
"The Game Changers VOSTFR WEBRIP 1080p 2019";"80";"15";"2.03GB";"02/01/2020";"Films";"Documentaire";"The Game Changers est réalisé par Louie Psihoyos, oscarisé avec “The Cove” et produit par James Cameron, réalisateur de “Titanic” et “Avatar”. Il est également co-produit par de nombreux athlètes de haut niveau comme Arnold Schwarzenegger, Lewis Hamilton, Jackie Chan, Chris Paul et Novak Djokovic, qui font eux-même une apparition dans le documentaire. Le film met ainsi en lumière une douzaine de personnalités du monde sportif, qui ont toutes adopté un régime végétalien, dans le but de briser le mythe qui associe viande et force physique."
"Le Discours d'un roi FRENCH HDLight 1080p 2010";"115";"8";"3.27GB";"02/01/2020";"Films";"Biopic";"D’après l’histoire vraie et méconnue du père de l’actuelle Reine Elisabeth, qui va devenir, contraint et forcé, le Roi George VI (Colin Firth), suite à l’abdication de son frère Edouard VIII (Guy Pearce). D’apparence fragile, incapable de s’exprimer en public, considéré par certains comme inapte à la fonction, George VI tentera de surmonter son handicap grâce au soutien indéfectible de sa femme (Helena Bonham Carter) et d’affronter ses peurs avec l’aide d’un thérapeute du langage (Geoffrey Rush) aux méthodes peu conventionnelles. Il devra vaincre son bégaiement pour assumer pleinement son rôle, et faire de son empire le premier rempart contre l’Allemagne nazie."
"Line of Duty FRENCH WEBRIP 2020";"940";"57";"694.81MB";"02/01/2020";"Films";"Action,Aventure";"Un flic en disgrâce court contre le temps pour essayer de trouver la fille kidnappée d'un agent de police après avoir tué son ravisseur."
"Andy FRENCH WEBRIP 2020";"832";"34";"702.68MB";"02/01/2020";"Films";"Comédie";"Thomas, un doux oisif, a toujours réussi à mener sa vie sans faire le moindre effort ; jusqu’au jour où il se retrouve à la rue contraint de vivre dans un foyer. C’est là qu’il rencontre Margaux, qui y travaille mais surtout s’y réfugie après une histoire d’amour douloureuse. Obligé de travailler, Thomas pense avoir trouvé le job idéal : escort boy. Or, même ça il ne peut le faire comme tout le monde. Il va alors entrainer Margaux dans un partenariat aux rebondissements aussi drôles qu’inattendus."
